CXC_g,CRE_g,CN_g,CNumerical_Error_g,CXC_r,CRE_r,CN_r,CNumerical_Error_r,CXC_W1-fixBA,CRE_W1-fixBA,CN_W1-fixBA,CNumerical_Error_W1-fixBA,CXC_W2,CRE_W2,CN_W2,CNumerical_Error_W2,CXC_W3-fixBA,CRE_W3-fixBA,CN_W3-fixBA,CNumerical_Error_W3-fixBA,VFID,Vcosmic,logmstar,logsfr,delta_logsfr,Size Ratio,NUV_r,W1_W3,SNR,cluster_member,rich_group_memb,poor_group_memb,filament_member,pure_field,CRE_g_unscaled,CRE_W1-fixBA_unscaled,CN_g_unscaled,CN_W1-fixBA_unscaled,Feature Cluster,Comp1,Comp2,RA,DEC,ms_pop,transition_pop,suppressed_pop
613.4003,0.9907501588558582,0.13536165371425155,False,613.0372,3.8574999198887188,1.323,False,58.5131,0.9781635607626824,0.03172831686367443,False,58.5254,3.1610404556146787,1.1129,False,58.5733,2.957909078847688,0.798,False,b'VFID3388',2985.067707699371,10.281479355076529,-0.06298538731125528,0.2797649056123649,0.9298696468121799,2.5859079549560544,0.8580537726904289,241.27881,False,False,False,False,True,4.062900743545789,3.1809932596338877,1.229,1.2083,2,1.150646010727853,0.7889369185915384,198.0278475,24.0950337,True,False,False
680.2724,1.645280576018708,0.4251534334979593,False,680.1685,4.748050728380463,1.5393,False,64.8823,1.3790717863741517,0.48080021345905916,False,64.5205,0.09887627886296108,3.7795,False,64.7447,3.286714348847414,0.73,False,b'VFID3389',3198.1511785454277,10.007434703172018,-0.12152565145018109,0.44013485555409465,0.9030618706858338,2.339815915832519,1.0192209794677733,173.58916,False,False,False,False,True,5.0906917534357214,3.639522889335707,1.3755,1.4605,2,1.5403436067331944,1.6208318719952632,172.37046450000003,24.0934413,True,False,False
204.0066,-1.039915706193845,-0.18034324767468946,False,204.1417,0.9599109870776105,1.0458,False,19.7318,-0.8845190640746284,-1.2569050358963572,False,19.8615,1.173998273591049,0.4269,False,15.3106,19.89126580198378,0.006497,True,b'VFID3390',1962.0481665510133,8.304966306351986,-2.1712914743719556,-0.24967842451242417,18.933378196500673,2.4891097471923835,-1.8016284099902329,1.10137,True,False,False,False,False,0.8742023034713565,1.0505925353384715,1.0694,0.4846,0,-0.6945299703105131,-1.569326138348573,185.6486055,24.0854247,True,False,False
304.4705,-1.3719041418960278,-0.9895843200945866,False,304.3444,0.3290268158993029,0.934,False,29.3888,-1.5801576152453283,-0.9689790815764772,False,29.377,0.4603681982986032,0.5912,False,29.4875,0.002883970420964751,2.6626,True,b'VFID3394',1600.7184875489525,8.24995730448336,-2.4040745824046237,-0.4385196701816554,0.011310937676733402,2.8337516497802717,1.0945962191284178,47.879517,False,False,True,False,False,0.3528900456221853,0.2549718249174936,0.6603,0.6463,0,-1.134834924620159,-2.2254450440244535,207.02577310968726,24.03911166668823,True,False,False
253.7904,-0.6621391676515566,0.6856693201704125,False,253.8692,1.5912623307645852,1.4993,False,24.4823,-0.39348610920113675,1.2915156556473173,False,0.0,0.0,0.0,False,-34.4685,31.697246988702773,0.5099,True,b'VFID3395',2772.7059200872477,8.764300249395928,-2.0163906497416,-0.4616991621437472,19.66086202088433,2.86577298034668,-1.4747684999755855,2.6283317,False,False,True,False,False,1.4674143527205468,1.6122002664498156,1.5072,1.9158,1,-1.326136382829814,0.842638384777334,182.8949265,24.0289291,True,False,False
174.1639,-1.0086638273172333,-1.2967833876741761,False,175.2262,0.9182697833061708,0.5934,False,17.0577,-1.052841742284344,-1.0996764535435717,False,16.9768,0.9734880043621719,0.5302,False,16.5364,0.7649144697272177,0.0553,False,b'VFID3398',1607.8697467280633,8.378182243735242,-1.6792487291721927,0.1838785359245354,0.8914283785152425,2.0004668994140644,-0.25104698485107413,9.359682,False,False,False,True,False,0.9232762644505588,0.8580773151974975,0.505,0.5729,0,-0.4297509856690224,-2.187462012420768,157.7069505,23.9650731,True,False,False
682.5352,1.9091971120051214,1.185139793859056,False,682.9625,5.076477566863027,2.0414,False,65.6292,1.1585203158525752,1.3397704074226344,False,65.6355,3.1736831248762614,1.1571,False,65.73,2.8765772558102083,1.1373,False,b'VFID3401',2453.95230211908,9.594997996553612,-0.9980860655549545,-0.10696608137023966,0.8492312110058214,2.8109235010986318,0.3965373942797843,40.07177,False,False,False,False,True,5.5051125900164,3.387272180450384,1.7597,1.9429,2,0.9966638694556367,2.64721920444018,117.73346699999999,23.8960563,True,False,False
265.8541,0.22721310678259732,-0.4663766357751957,False,265.7958,2.8750641735766793,1.0553,False,25.9378,0.5426680189800474,-0.535220501042632,False,23.8909,5.149310675569172,0.2031,False,50.5855,17.228448902462894,0.1162,False,b'VFID3414',3400.281468033586,8.54459053637279,-1.15347807902349,0.5767202100362414,6.421564597890121,1.626651179016113,0.014965963676758065,2.3245792,False,False,False,False,True,2.8639396299578355,2.682905176742051,0.9248,0.8899,0,0.8263170363377793,-0.3576430571001942,131.4264735,23.696049,True,False,False
191.5912,-0.6531543290165502,-1.0382456018876187,False,191.403,1.4590958831168364,0.6629,False,18.3299,-0.7520818546681166,-1.2716841665138896,False,18.0124,1.1303250889223515,0.3696,False,18.9182,0.004178187590738002,6.1107,True,b'VFID3422',2319.060581316441,8.220317938047842,-4.338326327593025,-2.3490951275588463,0.0034758428919012866,4.6909598775634755,-0.22612628419433634,2.1324692,False,False,True,False,False,1.4815229963102512,1.202064569855323,0.6357,0.4763,0,-0.0631761388702326,-1.9076228690565071,115.43524350000001,23.4160588,False,False,True
307.4508,-0.2802172454023634,-0.681594012160639,False,306.4011,1.9996178552666353,0.8519,False,29.9709,-0.44313696279553993,-0.713104253897029,False,29.5713,1.6316275221250598,0.6475,False,27.9551,0.8257135956691889,2.7714,False,b'VFID3429',1781.1353771568206,8.314263801183849,-2.2471600173884148,-0.33297391992482384,0.530864452238498,2.444120310241699,-1.4716822093310533,3.0728862,False,False,True,False,False,2.0671357833442023,1.5554132362553181,0.816,0.79,0,0.03874967105266522,-1.1036688956494942,156.85957,23.30361,True,False,False
263.2972,-0.9855139491249579,-0.6651757748077052,False,262.9058,0.9907692822277541,0.8362,False,25.4639,-0.9507906397989063,-0.3699791370297386,False,25.4591,1.0303381176308366,0.7584,False,25.146,0.5725608746664037,0.9521,False,b'VFID3430',1477.1502164260567,8.26875805881133,-1.9594759510967268,-0.008939310991864735,0.5873648574860763,2.1431800657958977,-1.3413858267382803,5.81377,False,False,True,False,False,0.9596278778548717,0.9747959336841606,0.8243,0.9827,0,-0.8249398584381633,-1.3095432080344467,218.109096,23.2780981,True,False,False
303.7669,-0.07792143214307197,-1.269683405537406,False,304.9239,2.3709580178502385,0.6144,False,30.4507,0.8227377335466939,-1.9506338658470388,False,31.0726,2.849946471564575,0.2003,False,27.3332,2.546487726642073,19.5518,True,b'VFID3434',2825.561045389939,8.153746252385929,-1.7620598047050422,0.28034967068930405,0.8479167372953182,1.8917741219482416,-0.40013240899902414,1.944213,False,False,True,True,False,2.3847953034433904,3.00322851836237,0.5187,0.095,0,1.5848126684409147,-1.7541627395583792,197.49778799999999,23.2380073,True,False,False
292.9834,-0.4392124350008412,-0.7227385105872677,False,293.0614,1.731296259521473,0.8887,False,28.0011,-0.502171726451123,-0.607691659612942,False,28.0402,1.7683019774333775,0.6653,False,28.2609,1.4077690943107795,0.6526,False,b'VFID3438',3027.384486833304,9.236652798432566,-1.3377978993533763,-0.1604273954439166,0.9461490523846182,2.6805344543457057,0.521260564270019,32.104008,False,False,False,False,True,1.8174700348929693,1.4878935731772092,0.7952,0.8492,0,-0.1142105894524579,-1.1422145771901577,133.5885285,23.1582306,True,False,False
167.202,-0.8337498501036129,-0.9116471451902993,False,168.1709,1.4756089906491157,0.7824,False,16.5404,-0.7057352633975535,-0.22468069625978063,False,16.338,0.012946711565350703,19.9985,False,16.5231,1.0550052732999258,0.5737,False,b'VFID3440',2807.008103547496,9.043391107246146,-1.0907890512924066,0.2409612513001893,0.8405931417979611,2.548484303588868,1.3279218109863287,91.13932,False,False,True,False,False,1.1979388447833574,1.255072425458236,0.6997,1.0643,0,-0.5389138729203432,-1.232637223997926,271.33602149999996,23.129844,True,False,False
637.4028,2.1622265628021733,1.8656064986071483,False,637.3255,6.671874819299748,2.136,False,60.7948,2.647791318931478,-0.4219731869131059,False,60.7659,5.769542494658122,1.2595,False,60.7519,3.1879519088322863,2.6206,False,b'VFID3442',3220.619072507605,9.036170808400932,-0.6440805508455211,0.6934374146259071,0.6262438590692002,1.874550121520997,1.2433093639062491,40.408382,False,True,False,False,False,5.90243773785883,5.090591887911856,2.1037,0.9535,2,2.429593688114475,2.5267155334977676,255.06066600000003,23.1062718,True,False,False
295.5617,2.8118894875115465,0.8593465779520475,False,296.8995,6.388527361445996,1.5681,False,23.7032,0.19867033256609573,1.8994186909275095,False,23.2179,2.3309654097497137,1.7733,False,27.173,65.54356886335981,19.9853,True,b'VFID3443',2653.687232539795,8.89091131592137,-1.2192016679519198,0.23435135375927874,28.628325606649124,2.1713928688964845,0.17943036547607427,19.591125,False,False,True,False,False,6.9225854589829385,2.2894656768936867,1.595,2.2572,2,0.8645733010123288,2.8413932072392334,271.3247595,23.1056102,True,False,False
129.7477,-1.1151072258510353,0.12349304839887783,False,130.1105,0.838962126406655,1.1938,False,12.5401,-1.1039637994663272,0.03867272763576803,False,12.5311,1.1915352234726966,0.757,False,12.1681,0.9695741905615831,0.027,True,b'VFID3448',3167.83791966937,8.692846882770299,-1.6023674808276143,0.009401828490512187,1.212562455389008,2.2491533409423834,0.13983853969238424,9.257897,False,True,False,False,False,0.7561311399361186,0.7996076294895089,1.223,1.2122,0,-1.421873690533467,-0.6757566003780365,255.579525,23.0764695,True,False,False
454.8385,2.94914874471322,1.3412119537562202,False,454.4498,6.950167812279651,1.9528,False,43.4854,1.3234236126954169,0.523356987164966,False,43.1907,4.152483044931742,1.345,False,48.5358,8.916617237089586,0.5505,False,b'VFID3450',2291.0700248179837,8.858052939655968,-1.164350735488529,0.3154499583907371,2.493547269998846,2.1379609086303724,0.24287996791259658,10.530054,False,False,False,False,True,7.138119874003028,3.5758765612226453,1.8386,1.4844,2,1.9413374797690217,2.6820412518985344,232.69713000000002,23.0661035,True,False,False
1315.2089,-0.6609612417835945,1.5287359177391247,False,1315.4678,1.5172240675802426,1.6434,False,125.7672,-0.6484467459850872,0.8933694380472854,False,125.761,1.6190584776319747,0.974,False,125.7312,0.5269419193093459,2.9264,False,b'VFID3451',2997.271569750259,9.52660847601219,-1.5786285729700276,-0.6328782047272692,0.3990186056021264,3.4880503999023436,-0.004422729291992056,37.364574,False,True,False,False,False,1.4692640171298128,1.3205948592652237,1.9334,1.6922,1,-1.6581915467106128,1.02411286469928,255.18787200000003,23.0440007,False,True,False
173.7188,-0.5221941392280962,-1.2277476667564189,False,180.8666,88.8337677711837,11.9396,True,17.3125,-0.7491775613397665,0.0735728433109051,False,0.0,0.0,0.0,False,15.7802,1.2897754194063178,1.9011,False,b'VFID3455',2684.2022697579523,9.101343478823765,-1.0814230904966833,0.20403415006980707,1.0700100300902706,2.698345458007813,1.0267204427343746,120.43906,False,False,False,False,True,1.6871661600023113,1.205386289040213,0.5399,1.2318,0,-0.36465147029111156,-1.1324039084565845,222.18773660299107,22.990802375682495,True,False,False
442.1858,1.8984855546592854,-1.7559006032905493,False,442.55,5.328057788423489,0.451,False,42.5789,2.525733941988601,-1.230195763695997,False,42.4569,4.8056383541537055,0.4956,False,41.9969,5.262351533818277,0.0592,False,b'VFID3456',3925.879064601708,10.336289202017623,-0.9875717937275263,-0.6886042757795101,1.0628884095032645,3.0967090272216797,0.7676400446337901,243.628,False,True,False,False,False,5.488292527795775,4.950991549788009,0.2729,0.4996,2,3.777863879641948,-0.3061647540345031,254.536089,22.9850973,False,True,False
543.2927,0.2853211160383486,-0.5043561727843916,False,539.9819,2.7323794713844727,1.0996,False,51.7413,-0.0828680447154382,-0.11410430935029048,False,51.7717,2.017417931752206,1.1522,False,52.2929,1.9535071987056658,0.6004,False,b'VFID3459',1713.671651651546,10.11874538762562,-0.06012303779200318,0.41262113534529204,0.9929069110539201,2.888036252441406,1.5823767882934572,1145.8906,False,False,False,False,True,2.9551850296361866,1.967462585825007,0.9056,1.1264,0,0.34004523792605224,-0.29317639963340747,163.1489025,22.934143,True,False,False
516.6279,0.7412812645033507,0.6099080562406103,False,518.0137,3.550662444271138,1.5098,False,49.3965,0.775390616737495,0.20177734987263282,False,50.2191,3.5987406553826764,1.1164,False,48.2185,2.5211478529185753,0.6354,False,b'VFID3461',2866.1440440170663,9.536790068569147,-0.7460278304264228,0.19158935736258143,0.8548940640868499,4.142518217590331,0.3760949366625983,39.7556,False,False,False,False,True,3.6711666390039457,2.949076334518154,1.4689,1.3038,2,0.64433057178063,1.0225545117020283,167.252478,22.9295372,True,False,False
181.6094,-0.960999090195892,-0.014182773259457396,False,181.3304,1.0475276019296824,1.1376,False,17.5102,-0.9508494159119549,-0.0291688237531462,False,17.5487,1.2977576319615154,0.7427,False,17.5927,0.5256410696671333,1.8023,False,b'VFID3462',3070.1014037252053,8.991113746287262,-1.0389008176616166,0.3346092791818398,0.5392690954488708,2.0773417669677734,0.6731567255493172,32.12911,False,False,True,False,False,0.9981228827550718,0.9747287098468087,1.1534,1.1741,0,-1.1603777143477392,-0.6940853668663134,209.602518,22.9268292,True,False,False
738.2101,2.824983192306238,0.03329164800203748,False,736.1994,7.592419384288812,2.075,False,70.2336,2.2064917495533787,0.48151246071773574,False,70.2108,4.831443684072971,1.4293,False,70.2575,4.926344050560054,0.6125,False,b'VFID3463',2734.864197605071,10.588121051307052,-0.1367887025993334,-0.03898754078033739,1.0742451917911249,2.958937589355468,0.8389527884497081,460.43515,False,False,True,True,False,6.943146141452777,4.585865580972437,1.1774,1.4609,2,2.910936484678734,2.0963253186473607,197.9042895,22.9154564,True,False,False
429.8983,-0.5941645057488132,3.163042869666084,False,429.995,1.7717344146898657,2.4545,False,41.0447,-0.5178162419098145,2.14336337702413,False,41.0829,1.6988345712068664,0.9881,False,40.9909,0.005550489816319785,5.113,True,b'VFID3464',3050.240586280341,9.481771994534414,-1.1007515503221923,-0.1191852532126918,0.0037758420875546746,2.8732378916015637,-0.10532246763671793,26.812773,False,False,True,False,False,1.5741530841408238,1.4700005158092864,2.7596,2.3942,1,-2.5469040958473252,2.8584002152987056,209.5959915,22.8879939,True,False,False
587.3609,-0.4838699711128373,-0.842215804095363,False,588.223,1.709118774728783,0.7666,False,56.5072,-0.36738082738637345,-0.6073355359836037,False,56.5636,1.5337306226452199,0.7467,False,56.4747,1.454966768581585,1.1661,False,b'VFID3471',696.464507498115,8.567047791398904,-1.4376378317410201,0.27462132779633075,0.886063181060965,1.829676280944824,-0.739445410969239,23.89484,True,False,False,True,False,1.7473455411548504,1.6420575865023743,0.7348,0.8494,0,-0.012949414944346118,-1.188771023515465,187.1837535,22.8208014,True,False,False
307.2427,-1.035268105229105,0.12487771901900462,False,307.7297,0.8488569498559662,1.3812,False,29.6207,-1.1991548488280857,-0.4449431610054155,False,29.6238,0.8585566894104186,0.7231,False,29.5673,0.8214003254574997,0.4222,False,b'VFID3473',1400.085701803518,8.888416229503425,-2.193068667466957,-0.7375225402596066,1.189168462184567,3.3791277222900398,0.8868344145068363,91.77256,False,True,False,True,False,0.8815003027145711,0.690735040137663,1.2237,0.9406,0,-1.2724294136996723,-0.9759903949945493,154.41538649999998,22.8093876,False,True,False
602.7673,1.8112368888939916,1.075355194691849,False,602.5226,7.194823959677759,2.586,False,57.5284,1.172318236714699,0.7503858008680256,False,57.6935,0.003602563186687801,1.4241,False,57.5771,3.078930627502729,0.9946,False,b'VFID3477',1999.5661028885825,10.10143024956508,-0.06899264158166414,0.41758307525964594,0.9047553513582182,2.318058072265625,0.9829472419946299,300.8407,False,True,False,False,False,5.35128836122524,3.4030532374090305,1.7042,1.6119,2,1.1837712878506756,2.1802479722881407,153.38156550000002,22.7375523,True,False,False
295.9912,-0.9660955706975216,-0.657658991441302,False,296.117,0.9788980023053937,0.903,False,28.5153,-1.0276795642410448,-0.7269930754412162,False,28.521,0.9891632692043384,0.6747,False,29.2632,1.0078672670820223,0.0554,False,b'VFID3480',1528.9343198457836,8.567379786830246,-2.0468538399897596,-0.33485988245669374,1.1364497592793912,2.6071073760375985,0.16596071126464906,13.060168,False,True,False,True,False,0.9901200203909977,0.8868559818439299,0.8281,0.7822,0,-0.744850139755937,-1.5444479657486883,153.2199525,22.7220076,True,False,False
184.7453,-0.7893850139224745,-0.9878040292972805,False,185.1591,1.3029459124686362,0.6868,False,18.302,-0.8165775852249567,-1.2560147268230117,False,18.5655,2.4667719544243307,1.2293,False,12.0689,39.867145303962054,6.8461,False,b'VFID3482',2834.8690736219514,8.087250472163163,-3.198073318588703,-1.102546202025799,35.33384636277217,4.068070476318361,-0.4207165227197258,0.97830147,False,False,False,False,True,1.2676037199160721,1.128299050566037,0.6612,0.4851,0,-0.20905499244320908,-1.9397748595886581,182.800014,22.7050393,False,True,False
540.1076,2.52299803228726,-0.7886092700875917,False,540.1252,6.109650621488256,0.8303,False,51.213,2.72557023095706,-0.5466164571814524,False,0.0,0.0,0.0,False,50.9791,5.562616575705721,0.3616,False,b'VFID3489',2984.9410999757324,10.244923168252202,-0.8871334501795503,-0.5151816288623945,1.0739575546141706,3.3142389897460944,0.07779853345459031,86.65599,False,True,False,False,False,6.468947197524317,5.179549742730887,0.7619,0.8835,2,3.6988357325755734,1.006664361291388,125.79697350000001,22.6646066,False,True,False
404.4676,1.1335235844738039,-0.7373764571428955,False,404.749,3.9663323562857293,0.8479,False,38.7199,1.2426201555931666,-1.1561220487936656,False,38.7185,3.647267540065441,0.5299,False,39.1559,3.054092458544288,0.2405,False,b'VFID3492',4580.353417960185,9.663843448543064,-1.0012230007805512,-0.16509760426157882,0.8767412110300389,2.9093343774414056,-0.10180489919433455,21.00931,False,False,False,False,True,4.287093904709152,3.4834594520271147,0.7878,0.5412,2,2.117005513873356,-0.34139117408813086,198.4219965,22.6256646,True,False,False
192.8407,-0.5678213736902962,-0.9033391214695378,False,192.7702,1.6637978203726596,0.7723,False,18.4995,-0.6675312805942212,-0.28967325861398974,False,18.3446,1.2453517000956433,0.6988,False,10.6182,2.7352166617594156,17.3414,True,b'VFID3493',2446.189656316764,8.147338489332522,-2.533605906175516,-0.48607783141405525,2.1060097051138484,2.6481175670166017,-1.1925423896777367,0.21434204,False,True,False,False,False,1.6155189757665305,1.2987673585348236,0.7039,1.0278,0,-0.33654498124394405,-1.154440994371723,125.57029200000001,22.6089268,True,False,False
315.6565,-0.2943043462791192,-0.7229363206758572,False,316.1408,2.054591434413368,0.8165,False,30.609,-0.14975052159909155,-0.761537067487015,False,30.717,1.822932876803165,0.6084,False,32.4556,10.843485095256368,7.2376,False,b'VFID3494',1741.7806445177387,8.660050453926528,-1.9873662235820397,-0.3493987264526348,5.734358923296491,2.7673350565185526,-1.835197559921875,3.4562075,False,True,False,False,False,2.0450151984838354,1.890967279917458,0.7951,0.7628,0,0.2462299284873764,-1.0716824576370994,154.94521650000002,22.5948413,True,False,False
87.818,-1.1761285942388153,-0.5518305940458862,False,88.2576,0.7263953386547471,0.896,False,9.0883,-0.8812274872636068,-1.5286273650813518,False,9.1816,1.2321840291335704,0.3836,False,10.454,0.003662199715890546,14.4311,True,b'VFID3495',2629.922050265883,8.123905431012304,-2.7817894399523984,-0.7155427520824769,0.003473395649829229,2.952800639526366,-1.3417019670458963,0.78899556,False,False,False,False,True,0.6603109729956758,1.0543572011643993,0.8816,0.332,0,-0.5485263358644807,-2.0143866458103568,183.09326249999998,22.5914363,False,True,False
853.576,-0.680290571079476,0.6389861392632757,False,854.1757,1.4601976004076518,1.3672,False,81.505,-0.6813943223401479,0.5922669094418945,False,81.4945,1.254973483555522,1.0429,False,81.1261,0.6763429772409095,0.0578,False,b'VFID3498',796.0416035556569,8.586537405352463,-2.488757990600377,-0.792067372661164,0.5271936590982772,3.253563337280273,-0.622198721159668,11.447961,False,False,False,False,True,1.4389117059818861,1.2829118210521355,1.4836,1.5231,1,-1.267182739044398,0.28062765651973365,157.0872255,22.5707774,False,True,False
122.2135,-0.7230319916603123,-0.9929470916006092,False,118.4023,1.5155420809312747,0.352,False,10.1611,-0.9192251824197728,1.5639502320909886,False,10.292,1.3852549682123902,0.8268,False,0.0,0.0,0.0,False,b'VFID3501',3120.800824180272,8.114011283994625,-2.6147304533626157,-0.5405802000454827,0.0,2.9939885386962892,-0.5386155403125024,1.9203528,False,False,False,False,True,1.371796035462974,1.010898204874399,0.6586,2.0688,0,-1.1765026683536792,-0.19154875558239698,256.296441,22.5403458,False,True,False
580.784,-0.6910499471920826,-0.9027456912037689,False,580.0179,1.5128026821006948,0.7962,False,55.6251,0.05894209066918593,1.4521274124788146,False,52.9511,2.524924086746335,0.0281,False,61.5186,2.3910043336164493,0.0519,False,b'VFID3504',2265.492186935932,8.319658110219512,-2.3279686241693702,-0.4180915666290468,1.1227192578963507,2.6710636744384786,-0.4284061391064462,2.9901152,False,False,False,False,True,1.422016555274459,2.1296546904312446,0.7042,2.006,0,-0.5366688663189735,0.11410902984095588,122.44965900000001,22.4583441,True,False,False
467.7768,-0.368304785970881,-0.2422578054032221,False,466.9032,1.904836194693516,1.0953,False,43.9596,-0.2800386848187619,-0.5044158071048835,False,43.4978,1.5636853536385271,0.6169,False,43.2063,1.6770532806193887,0.9088,False,b'VFID3506',1640.3471404942056,8.909998349150573,-1.837055334219666,-0.39874926770840124,0.9627430355264498,2.909703975158692,-0.8369613486596688,11.926646,False,True,False,True,False,1.9288143548732755,1.7419531679108309,1.0381,0.9072,0,-0.14055104819280298,-0.690125970211601,154.928793,22.4524644,True,False,False
381.0093,-0.34705619653136255,0.3666016472754493,False,380.9757,2.0717914061055507,1.3439,False,36.2497,-0.06141013080967881,0.6773804568537083,False,46.4746,0.0001895344387403224,7.3087,False,36.2349,0.00394370450978615,2.3584,True,b'VFID3508',2188.913129051134,9.030748721407706,-1.6071898367301656,-0.2653406419637956,0.0019797667834729068,2.5563568715209968,-0.31819279192382766,15.536023,False,False,True,True,False,1.9621804271384022,1.9920045849380825,1.3459,1.5709,1,-0.6066562131677016,0.4919954790393592,124.48669199999999,22.4360546,True,False,False
483.1062,-0.724047270263401,0.10845948166607103,False,483.2611,1.424582036359031,1.2114,False,45.9856,-0.6528805938447949,0.09440607562718592,False,45.9878,1.402181913643816,0.8371,False,45.5903,1.2294418859938736,1.2564,False,b'VFID3511',1683.539906929953,8.933166318398639,-1.69980086501273,-0.28000165522230125,0.9345645707961541,2.7314179583129903,-0.3997248745996078,13.316784,False,False,False,False,True,1.3702017715549475,1.3155237470071373,1.2154,1.2435,0,-0.9164375626331012,-0.35829905466680023,165.46268550000002,22.3445378,True,False,False
213.0523,0.11801259426674576,0.07265585563136033,False,213.1912,2.5391314446179414,1.187,False,20.4043,0.0037002174401331795,-0.18978058058464356,False,20.2975,2.413039494829478,0.8097,False,20.3052,1.7356285722898541,0.0437,True,b'VFID3514',3449.133580358891,9.06069206889211,-1.0743547896772006,0.24357529350444107,0.8398989595236663,2.122683651611327,-0.4087277826098621,4.9021106,False,False,False,False,True,2.6924650856186063,2.066473059181053,1.1973,1.0839,0,0.11036584359036787,-0.028132283179875005,172.296222,22.2948097,True,False,False
305.0634,-1.3582506146794697,1.529922778270662,False,304.9632,0.4001806524419179,1.7142,False,29.4394,-1.4894230863108073,-0.14277226151201014,False,29.4998,0.6689670243762749,0.6591,False,29.8562,0.0038884388768674425,5.5193,True,b'VFID3518',2158.238500873264,8.404992007876979,-2.099433889762142,-0.2577225916143493,0.010838933448948623,2.427674925170898,0.11416983199218578,7.9580297,False,False,False,False,True,0.37432980175650477,0.35874737077979024,1.934,1.1103,1,-2.2594676353623586,-0.15310459394107323,122.94835649999999,22.192918,True,False,False
538.7596,1.5774341168982295,-0.07629514107657955,False,538.1827,4.866722396332481,1.1657,False,51.4743,1.8200365109798728,0.2512785343506329,False,51.4967,3.965091108954722,0.9098,False,51.7295,3.182453377785153,1.741,False,b'VFID3522',2371.0229946996783,9.343957739125205,-1.833009538204241,-0.7413555311345832,0.7679913406525437,3.4427814797973646,-0.6032492434936518,16.393042,False,True,False,False,False,4.9841543352983715,4.14386622521173,1.122,1.3316,2,2.035912760800263,1.2877313577919565,153.590532,22.1248447,False,True,False
269.3781,-0.1471280640222313,-0.5585561370579315,False,268.4027,2.2827049456341655,1.0757,False,26.0339,-0.1014030180669188,-0.7017082977582089,False,26.0707,2.2064837302963145,0.6942,False,26.0673,1.6775530064555786,0.6658,False,b'VFID3526',3250.0567422742024,9.112504124795047,-1.0605539637714994,0.21598801651943877,0.8619351344846261,2.1394800866699217,-0.2858127134033204,13.305285,False,False,True,False,False,2.2761220436451914,1.946263633235733,0.8782,0.7964,0,0.28535674692445656,-0.8634820347390473,136.020195,22.0615457,True,False,False
307.4477,-0.8875523260773855,-0.23137825053079605,False,307.7215,1.0809192016852545,0.9518,False,29.9221,-0.9154509285878025,-0.35430969733886075,False,0.0,0.0,0.0,False,40.7268,11.657319715525281,3.056,False,b'VFID3532',2338.304962681535,8.060527452284571,-3.9371391031522593,-1.8202653120169856,11.482612664951448,4.303080979614258,-0.02179529829101412,3.3834612,False,False,False,False,True,1.1134543049275047,1.0152149215227904,1.0436,0.9915,0,-0.9063960108760838,-0.9889004779018352,125.75127,21.9685638,False,True,False
557.1525,0.6539588198773307,-0.3498664935959437,False,559.6938,3.482471652854519,1.4774,False,53.4327,0.1800714110966852,0.9663747820616028,False,53.0479,0.008450412853252995,19.9995,False,53.4638,1.987274455118044,1.7939,False,b'VFID3533',3169.1323088803665,10.010170886442108,0.38114266623423,0.9406174766330196,0.8761485210824418,2.826065763305664,1.6705748702539065,513.9426,False,False,True,False,False,3.5340466195291214,2.2681935851045627,0.9837,1.7332,2,0.30890121790845804,0.6978146278917742,136.0019565,21.9676443,True,False,False
308.4193,-0.923653541270992,-0.798895394694249,False,308.4385,1.0917826864480549,0.8986,False,29.6172,-0.7743942411073415,-1.0934442900301542,False,29.4982,1.538788667293549,0.7098,False,0.0,0.0,0.0,False,b'VFID3535',3065.8662473029244,8.126862186876023,-2.1073487596535525,-0.04346396447014289,0.0,2.174494104614258,-0.4075815025390632,2.00716,False,False,False,False,True,1.0567655652614019,1.176545287290997,0.7567,0.5764,0,-0.38597897662433794,-1.7622011372130242,134.76889649999998,21.9269207,True,False,False
180.5221,-0.3225959347058899,-0.8240172759451234,False,179.448,1.9486317909088455,0.7645,False,17.7597,-0.4347168199726106,-0.7280614463292306,False,18.1669,2.376033431282407,0.845,False,20.8711,8.375098089409732,19.9948,True,b'VFID3542',2986.9388043919857,8.506769628965731,-1.3264929916773875,0.43391710001985273,5.351351351351351,1.758017654907226,0.5970894484326159,7.1319113,False,False,False,False,True,2.0005896997169748,1.5650435823644446,0.744,0.7816,0,0.075256966910729,-1.2126475287240317,253.3275945,21.892699,True,False,False
170.8507,-0.7977990710689774,-0.32316213163635293,False,170.4027,1.29029614198727,1.0538,False,16.497,-0.5418946868881188,2.222600884551864,False,16.4205,2.475048005848472,1.4077,False,14.5105,77.07430341713604,19.8859,True,b'VFID3548',3013.6015241071086,8.367166099469982,-1.781342779802696,0.09058431584241933,53.43249143674484,2.0394771689453144,-1.2662500869726578,0.2542781,False,False,False,False,True,1.2543913587100624,1.4424613441126763,0.9972,2.4387,1,-1.4471591817906058,0.7145793687784885,135.942594,21.8609446,True,False,False
